order_id,order_date,year,quarter,quarter_num,week_of_quarter,product,license_type,region,country,company,amount,admins,designers,servers,sams,active_client_flag
ORD-20134-00442,2013-11-27,2013,Q4,4,9,Product 1,Maintenance Renewal,North America,US,Company 135,9591.08,4,1,0,2,0
ORD-20134-00492,2013-11-28,2013,Q4,4,9,Product 2,Maintenance Renewal,North America,US,Company 40,2670.76,1,0,0,1,0
ORD-20134-00475,2013-11-29,2013,Q4,4,9,Product 1,Invoice,EMEA,NO,Company 118,9002.16,4,5,0,1,0
ORD-20134-00446,2013-12-01,2013,Q4,4,9,Product 2,Invoice,EMEA,NO,Company 62,8984.88,4,1,3,3,0
ORD-20134-00449,2013-12-02,2013,Q4,4,9,Product 1,Invoice,EMEA,DE,Company 99,6673.79,6,3,0,4,0
ORD-20134-00434,2013-12-03,2013,Q4,4,10,Product 1,Maintenance Renewal,North America,US,Company 140,3855.12,1,0,0,1,0
ORD-20134-00494,2013-12-04,2013,Q4,4,10,Product 1,Invoice,EMEA,DE,Company 59,7548.5,6,0,1,4,1
ORD-20134-00477,2013-12-04,2013,Q4,4,10,Product 1,Maintenance Renewal,EMEA,GR,Company 66,2101.15,1,0,0,0,1
ORD-20134-00428,2013-12-06,2013,Q4,4,10,Product 2,Invoice,EMEA,DE,Company 28,4463.72,0,1,0,0,0
ORD-20134-00456,2013-12-07,2013,Q4,4,10,Product 2,Maintenance Renewal,EMEA,UK,Company 53,1173.62,0,1,0,0,0
ORD-20134-00450,2013-12-08,2013,Q4,4,10,Product 2,Maintenance Renewal,EMEA,UK,Company 108,2005.41,1,0,0,0,0
ORD-20134-00458,2013-12-13,2013,Q4,4,11,Product 1,Invoice,North America,US,Company 4,14151.98,7,6,0,3,1
ORD-20134-00483,2013-12-14,2013,Q4,4,11,Product 1,Invoice,North America,US,Company 108,9734.13,6,3,0,0,0
ORD-20134-00465,2013-12-15,2013,Q4,4,11,Product 1,Maintenance Renewal,EMEA,IT,Company 126,2833.04,1,0,0,0,0
ORD-20134-00444,2013-12-17,2013,Q4,4,12,Product 1,Invoice,North America,US,Company 125,8704.44,4,4,0,0,0
ORD-20134-00500,2013-12-17,2013,Q4,4,12,Product 2,Maintenance Renewal,EMEA,UK,Company 147,3381.55,0,2,1,1,0
ORD-20134-00432,2013-12-18,2013,Q4,4,12,Product 1,Maintenance Renewal,EMEA,SE,Company 91,1902.79,0,2,0,0,0
ORD-20134-00471,2013-12-18,2013,Q4,4,12,Product 2,Invoice,North America,US,Company 3,9160.0,7,3,2,1,1
ORD-20134-00489,2013-12-18,2013,Q4,4,12,Product 1,Invoice,EMEA,SP,Company 96,2968.32,1,1,1,0,0
ORD-20134-00430,2013-12-18,2013,Q4,4,12,Product 2,Invoice,North America,US,Company 99,7463.48,2,6,0,3,0
ORD-20134-00481,2013-12-20,2013,Q4,4,12,Product 1,Invoice,EMEA,UK,Company 104,12014.99,14,3,2,3,1
ORD-20134-00497,2013-12-20,2013,Q4,4,12,Product 1,Invoice,North America,US,Company 146,14039.06,4,7,0,3,1
ORD-20134-00468,2013-12-21,2013,Q4,4,12,Product 2,Maintenance Renewal,EMEA,UK,Company 45,2570.04,1,1,0,2,0
ORD-20134-00491,2013-12-22,2013,Q4,4,12,Product 2,Maintenance Renewal,EMEA,SE,Company 3,865.05,0,0,0,0,0
ORD-20134-00464,2013-12-22,2013,Q4,4,12,Product 1,Invoice,EMEA,NO,Company 93,7426.72,0,0,0,0,0
ORD-20134-00496,2013-12-22,2013,Q4,4,12,Product 1,Invoice,EMEA,GR,Company 82,4445.2,2,1,2,1,0
ORD-20134-00425,2013-12-24,2013,Q4,4,13,Product 2,Invoice,North America,US,Company 118,6616.56,1,2,0,2,1
ORD-20134-00417,2013-12-24,2013,Q4,4,13,Product 1,Maintenance Renewal,North America,US,Company 67,2915.12,1,0,1,1,0
ORD-20134-00490,2013-12-26,2013,Q4,4,13,Product 1,Maintenance Renewal,North America,US,Company 140,2727.45,0,0,0,0,0
ORD-20134-00499,2013-12-29,2013,Q4,4,13,Product 2,Invoice,North America,US,Company 62,8909.16,4,3,1,3,0
ORD-20134-00427,2013-12-29,2013,Q4,4,13,Product 2,Invoice,EMEA,UK,Company 22,9306.38,1,2,5,5,0
ORD-20134-00424,2013-12-29,2013,Q4,4,13,Product 2,Invoice,EMEA,NO,Company 65,6754.76,0,7,0,1,0
ORD-20134-00426,2013-12-29,2013,Q4,4,13,Product 2,Invoice,EMEA,NO,Company 68,5027.82,0,3,0,1,1
ORD-20134-00419,2013-12-29,2013,Q4,4,13,Product 2,Maintenance Renewal,EMEA,NO,Company 45,2714.35,1,1,0,1,0
ORD-20141-00571,2014-01-01,2014,Q1,1,1,Product 1,Invoice,North America,US,Company 70,11939.63,6,5,2,4,0
ORD-20141-00520,2014-01-06,2014,Q1,1,1,Product 1,Invoice,EMEA,UK,Company 47,10571.9,5,2,1,3,1
ORD-20141-00560,2014-01-07,2014,Q1,1,1,Product 2,Invoice,EMEA,GR,Company 90,2517.6,0,0,1,0,1
ORD-20141-00519,2014-01-10,2014,Q1,1,2,Product 1,Invoice,EMEA,DE,Company 73,8727.95,3,3,1,1,0
ORD-20141-00572,2014-01-11,2014,Q1,1,2,Product 2,Invoice,North America,US,Company 21,7824.61,2,1,2,0,0
ORD-20141-00570,2014-01-19,2014,Q1,1,3,Product 1,Invoice,EMEA,NO,Company 6,5250.92,4,1,0,2,0
ORD-20141-00554,2014-01-19,2014,Q1,1,3,Product 2,Invoice,EMEA,UK,Company 52,9690.49,1,6,1,2,1
ORD-20141-00525,2014-01-20,2014,Q1,1,3,Product 2,Invoice,EMEA,LU,Company 131,4582.72,1,2,0,0,1
ORD-20141-00506,2014-01-20,2014,Q1,1,3,Product 1,Invoice,EMEA,DE,Company 149,11301.81,7,5,1,2,0
ORD-20141-00522,2014-01-22,2014,Q1,1,4,Product 2,Invoice,EMEA,DE,Company 56,5522.07,1,2,1,2,1
ORD-20141-00556,2014-01-23,2014,Q1,1,4,Product 1,Invoice,EMEA,FR,Company 30,5287.34,2,3,1,1,1
ORD-20141-00565,2014-01-25,2014,Q1,1,4,Product 1,Invoice,EMEA,UK,Company 2,15467.03,9,3,0,7,0
ORD-20141-00538,2014-01-27,2014,Q1,1,4,Product 2,Maintenance Renewal,North America,US,Company 135,3942.31,1,0,0,0,1
ORD-20141-00562,2014-01-27,2014,Q1,1,4,Product 1,Invoice,EMEA,SE,Company 33,4104.74,0,0,0,0,0
ORD-20141-00530,2014-01-28,2014,Q1,1,4,Product 1,Maintenance Renewal,EMEA,SE,Company 120,1830.35,1,0,1,0,0
ORD-20141-00555,2014-01-28,2014,Q1,1,4,Product 2,Maintenance Renewal,EMEA,SP,Company 61,1037.8,0,0,0,0,0
ORD-20141-00561,2014-01-29,2014,Q1,1,5,Product 2,Invoice,North America,US,Company 67,9783.89,7,6,0,3,0
ORD-20141-00564,2014-01-29,2014,Q1,1,5,Product 2,Maintenance Renewal,EMEA,SP,Company 6,1608.57,0,0,1,0,0
ORD-20141-00544,2014-01-29,2014,Q1,1,5,Product 1,Invoice,EMEA,UK,Company 9,3315.43,3,3,0,1,1
ORD-20141-00568,2014-01-29,2014,Q1,1,5,Product 2,Maintenance Renewal,EMEA,UK,Company 11,2045.58,0,1,0,0,0
ORD-20141-00511,2014-01-31,2014,Q1,1,5,Product 1,Invoice,EMEA,SE,Company 136,10139.76,4,3,1,1,1
ORD-20141-00535,2014-02-02,2014,Q1,1,5,Product 1,Invoice,EMEA,NO,Company 109,5408.41,2,2,1,1,0
ORD-20141-00547,2014-02-03,2014,Q1,1,5,Product 2,Invoice,EMEA,UK,Company 136,6782.49,2,6,0,3,0
ORD-20141-00550,2014-02-04,2014,Q1,1,5,Product 2,Invoice,EMEA,FR,Company 80,6208.94,3,2,0,3,0
ORD-20141-00542,2014-02-05,2014,Q1,1,6,Product 1,Maintenance Renewal,EMEA,GR,Company 65,2571.53,0,1,0,2,0
ORD-20141-00510,2014-02-06,2014,Q1,1,6,Product 1,Invoice,North America,US,Company 89,5163.18,8,0,0,1,1
ORD-20141-00577,2014-02-06,2014,Q1,1,6,Product 1,Invoice,EMEA,GR,Company 142,5104.13,1,0,1,0,0
ORD-20141-00573,2014-02-06,2014,Q1,1,6,Product 1,Maintenance Renewal,North America,US,Company 8,7024.19,0,4,0,1,0
ORD-20141-00548,2014-02-06,2014,Q1,1,6,Product 1,Invoice,EMEA,UK,Company 20,7857.91,2,2,1,0,1
ORD-20141-00509,2014-02-10,2014,Q1,1,6,Product 2,Invoice,EMEA,NO,Company 125,6564.06,4,4,2,0,0
ORD-20141-00515,2014-02-14,2014,Q1,1,7,Product 2,Invoice,North America,US,Company 140,5712.01,2,5,0,3,0
ORD-20141-00526,2014-02-18,2014,Q1,1,7,Product 2,Invoice,North America,US,Company 114,12670.38,4,5,2,0,1
ORD-20141-00532,2014-02-19,2014,Q1,1,8,Product 1,Invoice,North America,US,Company 119,8048.83,3,6,0,3,1
ORD-20141-00502,2014-02-20,2014,Q1,1,8,Product 1,Invoice,EMEA,SE,Company 63,9930.67,6,4,2,1,0
ORD-20141-00529,2014-02-21,2014,Q1,1,8,Product 1,Invoice,North America,US,Company 16,7114.43,2,0,1,1,1
ORD-20141-00537,2014-02-23,2014,Q1,1,8,Product 1,Invoice,EMEA,DE,Company 48,10117.65,4,3,0,1,0
ORD-20141-00505,2014-02-24,2014,Q1,1,8,Product 2,Invoice,EMEA,UK,Company 101,5474.62,3,2,0,0,0
ORD-20141-00534,2014-02-26,2014,Q1,1,9,Product 1,Invoice,EMEA,NO,Company 44,12299.35,8,1,1,1,0
ORD-20141-00521,2014-02-26,2014,Q1,1,9,Product 2,Invoice,EMEA,IT,Company 1,3363.8,4,1,0,1,0
ORD-20141-00517,2014-02-26,2014,Q1,1,9,Product 1,Invoice,EMEA,NO,Company 142,14413.01,9,4,0,6,1
ORD-20141-00514,2014-02-26,2014,Q1,1,9,Product 1,Invoice,North America,US,Company 97,8238.56,9,3,1,2,1
ORD-20141-00531,2014-02-27,2014,Q1,1,9,Product 2,Invoice,EMEA,DE,Company 80,3054.89,2,0,0,3,0
ORD-20141-00575,2014-02-28,2014,Q1,1,9,Product 2,Invoice,EMEA,NO,Company 116,5731.38,2,4,1,2,0
ORD-20141-00553,2014-02-28,2014,Q1,1,9,Product 2,Invoice,North America,US,Company 28,6511.82,3,0,1,1,1
ORD-20141-00557,2014-03-01,2014,Q1,1,9,Product 2,Invoice,EMEA,FR,Company 70,4492.84,4,0,1,1,0
ORD-20141-00539,2014-03-02,2014,Q1,1,9,Product 1,Invoice,North America,US,Company 27,12915.33,9,4,0,3,1
ORD-20141-00567,2014-03-02,2014,Q1,1,9,Product 1,Invoice,EMEA,UK,Company 127,16388.13,12,6,2,2,0
ORD-20141-00546,2014-03-03,2014,Q1,1,9,Product 1,Invoice,North America,US,Company 130,16951.09,11,3,1,4,0
ORD-20141-00545,2014-03-04,2014,Q1,1,9,Product 1,Invoice,EMEA,NO,Company 29,10732.66,1,7,1,3,0
ORD-20141-00501,2014-03-04,2014,Q1,1,9,Product 2,Maintenance Renewal,EMEA,NO,Company 143,2239.7,1,2,2,0,0
ORD-20141-00569,2014-03-06,2014,Q1,1,10,Product 2,Maintenance Renewal,EMEA,UK,Company 121,2262.48,0,0,0,0,0
ORD-20141-00566,2014-03-07,2014,Q1,1,10,Product 2,Invoice,EMEA,GR,Company 60,3705.49,2,3,1,0,1
ORD-20141-00508,2014-03-09,2014,Q1,1,10,Product 2,Maintenance Renewal,North America,US,Company 23,2807.86,1,1,0,1,0
ORD-20141-00552,2014-03-09,2014,Q1,1,10,Product 1,Invoice,EMEA,UK,Company 56,12480.12,6,5,2,5,0
ORD-20141-00523,2014-03-10,2014,Q1,1,10,Product 2,Invoice,EMEA,UK,Company 32,7338.52,3,5,2,0,0
ORD-20141-00504,2014-03-11,2014,Q1,1,10,Product 1,Invoice,EMEA,UK,Company 25,16319.36,9,2,2,2,0
ORD-20141-00503,2014-03-12,2014,Q1,1,11,Product 2,Invoice,EMEA,SP,Company 144,2212.58,1,1,1,1,0
ORD-20141-00527,2014-03-13,2014,Q1,1,11,Product 1,Invoice,EMEA,SE,Company 42,3768.16,0,0,1,2,0
ORD-20141-00543,2014-03-14,2014,Q1,1,11,Product 1,Maintenance Renewal,EMEA,DE,Company 130,3185.8,2,1,0,1,0
ORD-20141-00533,2014-03-15,2014,Q1,1,11,Product 1,Maintenance Renewal,EMEA,UK,Company 1,3326.07,0,0,0,0,0
ORD-20141-00516,2014-03-16,2014,Q1,1,11,Product 2,Invoice,EMEA,SP,Company 8,3946.6,1,0,0,0,1
ORD-20141-00507,2014-03-16,2014,Q1,1,11,Product 2,Invoice,EMEA,SE,Company 36,5337.54,1,0,1,0,0
ORD-20141-00541,2014-03-17,2014,Q1,1,11,Product 1,Invoice,EMEA,FR,Company 86,4994.52,2,2,1,1,1
ORD-20141-00536,2014-03-17,2014,Q1,1,11,Product 1,Maintenance Renewal,EMEA,FR,Company 70,3555.3,0,1,0,1,0
ORD-20141-00576,2014-03-18,2014,Q1,1,11,Product 1,Invoice,EMEA,FR,Company 44,10831.6,11,4,2,4,0
ORD-20141-00524,2014-03-19,2014,Q1,1,12,Product 1,Invoice,North America,US,Company 146,8988.73,5,2,1,0,1
ORD-20141-00551,2014-03-20,2014,Q1,1,12,Product 1,Maintenance Renewal,EMEA,SP,Company 62,1438.28,1,0,0,1,0
ORD-20141-00559,2014-03-24,2014,Q1,1,12,Product 1,Maintenance Renewal,EMEA,SE,Company 147,2750.66,0,1,0,0,0
ORD-20141-00528,2014-03-25,2014,Q1,1,12,Product 1,Invoice,EMEA,NO,Company 10,5241.55,3,2,3,1,1
ORD-20141-00513,2014-03-25,2014,Q1,1,12,Product 2,Invoice,North America,US,Company 128,4027.29,1,2,0,0,0
ORD-20141-00540,2014-03-27,2014,Q1,1,13,Product 1,Invoice,EMEA,UK,Company 38,6336.87,1,0,4,1,0
ORD-20141-00549,2014-03-28,2014,Q1,1,13,Product 2,Invoice,EMEA,UK,Company 8,7977.03,2,1,1,1,0
ORD-20141-00512,2014-03-28,2014,Q1,1,13,Product 1,Maintenance Renewal,EMEA,UK,Company 76,4125.39,3,2,0,0,1
ORD-20141-00518,2014-03-29,2014,Q1,1,13,Product 2,Invoice,EMEA,GR,Company 104,6126.96,2,4,0,0,0
ORD-20141-00563,2014-03-30,2014,Q1,1,13,Product 1,Maintenance Renewal,EMEA,SE,Company 29,4509.36,1,4,1,0,0
ORD-20141-00558,2014-03-31,2014,Q1,1,13,Product 1,Invoice,North America,US,Company 20,8267.33,6,3,2,0,0
ORD-20141-00574,2014-03-31,2014,Q1,1,13,Product 1,Invoice,EMEA,UK,Company 112,17071.11,5,5,4,6,0
ORD-20142-00590,2014-04-02,2014,Q2,2,1,Product 1,Invoice,North America,US,Company 67,22919.96,10,9,3,1,0
ORD-20142-00615,2014-04-03,2014,Q2,2,1,Product 1,Invoice,EMEA,NO,Company 108,10627.06,3,5,1,3,0
ORD-20142-00594,2014-04-20,2014,Q2,2,3,Product 2,Invoice,EMEA,DE,Company 42,7885.3,2,5,0,0,0
ORD-20142-00607,2014-04-21,2014,Q2,2,3,Product 1,Maintenance Renewal,North America,US,Company 31,3970.65,1,1,0,0,0
ORD-20142-00582,2014-04-25,2014,Q2,2,4,Product 1,Invoice,EMEA,FR,Company 13,11375.2,4,2,5,1,1
ORD-20142-00602,2014-04-29,2014,Q2,2,5,Product 1,Invoice,North America,US,Company 8,6854.89,3,4,0,1,0
ORD-20142-00632,2014-05-02,2014,Q2,2,5,Product 1,Maintenance Renewal,EMEA,DE,Company 68,8519.55,3,1,1,0,0
ORD-20142-00638,2014-05-02,2014,Q2,2,5,Product 1,Invoice,North America,US,Company 60,11603.52,6,7,3,1,1
ORD-20142-00613,2014-05-04,2014,Q2,2,5,Product 1,Maintenance Renewal,EMEA,UK,Company 34,3742.82,1,1,1,0,0
ORD-20142-00620,2014-05-05,2014,Q2,2,5,Product 1,Invoice,EMEA,NO,Company 123,13063.93,14,8,4,2,0
ORD-20142-00585,2014-05-06,2014,Q2,2,6,Product 1,Invoice,EMEA,DE,Company 79,10435.76,4,3,0,1,0
ORD-20142-00637,2014-05-06,2014,Q2,2,6,Product 1,Invoice,North America,US,Company 143,16742.62,5,4,0,2,0
ORD-20142-00630,2014-05-07,2014,Q2,2,6,Product 1,Invoice,North America,US,Company 44,11912.53,5,7,0,4,0
ORD-20142-00597,2014-05-11,2014,Q2,2,6,Product 1,Invoice,North America,US,Company 52,9633.42,2,2,1,3,0
ORD-20142-00619,2014-05-13,2014,Q2,2,7,Product 1,Invoice,North America,US,Company 28,8872.05,6,1,1,2,1
ORD-20142-00606,2014-05-16,2014,Q2,2,7,Product 1,Maintenance Renewal,EMEA,NO,Company 99,5474.44,2,2,0,0,0
ORD-20142-00609,2014-05-19,2014,Q2,2,7,Product 2,Invoice,North America,US,Company 96,6927.44,2,3,0,1,0
ORD-20142-00605,2014-05-21,2014,Q2,2,8,Product 1,Invoice,EMEA,SE,Company 96,11478.2,1,2,2,1,1
ORD-20142-00617,2014-05-21,2014,Q2,2,8,Product 1,Invoice,EMEA,GR,Company 72,5190.71,1,4,0,2,1
ORD-20142-00626,2014-05-24,2014,Q2,2,8,Product 1,Invoice,North America,US,Company 146,15127.46,7,4,2,2,0
ORD-20142-00625,2014-05-26,2014,Q2,2,8,Product 1,Invoice,EMEA,UK,Company 48,20043.67,9,6,1,4,0
ORD-20142-00636,2014-05-26,2014,Q2,2,8,Product 2,Invoice,EMEA,IT,Company 106,5654.74,4,3,1,2,1
ORD-20142-00627,2014-05-28,2014,Q2,2,9,Product 2,Invoice,EMEA,NO,Company 85,5254.8,1,1,0,3,1
ORD-20142-00599,2014-05-30,2014,Q2,2,9,Product 1,Invoice,EMEA,NO,Company 116,8853.43,2,0,0,2,0
ORD-20142-00622,2014-05-30,2014,Q2,2,9,Product 1,Invoice,EMEA,DE,Company 136,12999.08,6,3,1,3,1
ORD-20142-00581,2014-05-31,2014,Q2,2,9,Product 2,Invoice,North America,US,Company 135,5825.19,2,2,0,2,1
ORD-20142-00587,2014-06-01,2014,Q2,2,9,Product 1,Invoice,North America,US,Company 68,10072.31,8,5,0,3,1
ORD-20142-00604,2014-06-02,2014,Q2,2,9,Product 1,Invoice,EMEA,DE,Company 25,7760.73,4,2,0,1,0
ORD-20142-00601,2014-06-04,2014,Q2,2,10,Product 1,Maintenance Renewal,EMEA,NO,Company 63,6618.55,1,2,1,1,0
ORD-20142-00608,2014-06-06,2014,Q2,2,10,Product 2,Invoice,EMEA,SP,Company 143,3209.26,1,0,2,0,1
ORD-20142-00633,2014-06-07,2014,Q2,2,10,Product 1,Maintenance Renewal,EMEA,UK,Company 50,6443.11,3,2,0,3,0
ORD-20142-00596,2014-06-08,2014,Q2,2,10,Product 2,Invoice,EMEA,UK,Company 74,8392.73,4,2,0,0,0
ORD-20142-00579,2014-06-09,2014,Q2,2,10,Product 1,Maintenance Renewal,EMEA,UK,Company 19,4004.77,0,1,0,1,0
ORD-20142-00586,2014-06-10,2014,Q2,2,11,Product 1,Invoice,EMEA,UK,Company 54,15101.29,6,6,0,1,1
ORD-20142-00593,2014-06-13,2014,Q2,2,11,Product 2,Invoice,EMEA,GR,Company 54,4078.97,1,1,0,1,0
ORD-20142-00631,2014-06-14,2014,Q2,2,11,Product 2,Maintenance Renewal,EMEA,NO,Company 86,2005.87,0,0,0,0,0
ORD-20142-00612,2014-06-14,2014,Q2,2,11,Product 1,Invoice,North America,US,Company 14,8673.77,7,2,0,3,0
ORD-20142-00580,2014-06-15,2014,Q2,2,11,Product 2,Invoice,EMEA,SE,Company 26,4083.47,1,2,1,1,0
ORD-20142-00614,2014-06-15,2014,Q2,2,11,Product 1,Invoice,EMEA,NO,Company 94,16409.61,10,4,0,3,1
ORD-20142-00634,2014-06-17,2014,Q2,2,12,Product 1,Invoice,EMEA,UK,Company 42,8453.89,3,6,1,1,0
ORD-20142-00584,2014-06-18,2014,Q2,2,12,Product 2,Invoice,EMEA,UK,Company 115,7502.61,2,4,3,3,1
ORD-20142-00591,2014-06-18,2014,Q2,2,12,Product 1,Invoice,North America,US,Company 42,11660.43,5,2,1,2,1
ORD-20142-00623,2014-06-18,2014,Q2,2,12,Product 1,Invoice,EMEA,GR,Company 119,6348.94,2,1,0,3,0
ORD-20142-00589,2014-06-19,2014,Q2,2,12,Product 1,Invoice,EMEA,UK,Company 35,20100.32,11,10,5,7,1
ORD-20142-00616,2014-06-19,2014,Q2,2,12,Product 1,Invoice,North America,US,Company 133,13370.78,13,7,0,1,1
ORD-20142-00600,2014-06-20,2014,Q2,2,12,Product 1,Invoice,EMEA,SP,Company 108,4284.7,2,2,1,0,1
ORD-20142-00628,2014-06-21,2014,Q2,2,12,Product 2,Maintenance Renewal,EMEA,NO,Company 1,3083.51,0,0,0,0,0
ORD-20142-00583,2014-06-21,2014,Q2,2,12,Product 2,Invoice,EMEA,UK,Company 63,5574.63,1,1,1,0,0
ORD-20142-00595,2014-06-22,2014,Q2,2,12,Product 2,Invoice,EMEA,SE,Company 36,4944.47,2,1,0,2,1
ORD-20142-00624,2014-06-24,2014,Q2,2,13,Product 1,Invoice,EMEA,DE,Company 83,6699.62,2,2,0,4,0
ORD-20142-00635,2014-06-24,2014,Q2,2,13,Product 1,Invoice,North America,US,Company 69,9210.43,5,3,0,0,0
ORD-20142-00592,2014-06-26,2014,Q2,2,13,Product 2,Invoice,EMEA,FR,Company 20,7555.78,4,2,0,2,1
ORD-20142-00598,2014-06-26,2014,Q2,2,13,Product 1,Maintenance Renewal,North America,US,Company 48,4399.3,0,0,0,3,0
ORD-20142-00629,2014-06-26,2014,Q2,2,13,Product 1,Invoice,EMEA,IT,Company 31,7993.32,4,3,0,0,0
ORD-20142-00588,2014-06-26,2014,Q2,2,13,Product 1,Invoice,EMEA,UK,Company 131,19827.58,16,5,0,3,1
ORD-20142-00578,2014-06-26,2014,Q2,2,13,Product 1,Invoice,EMEA,DE,Company 57,8368.5,3,2,0,2,1
ORD-20142-00603,2014-06-27,2014,Q2,2,13,Product 1,Invoice,North America,US,Company 97,19395.77,11,9,2,4,0
ORD-20142-00621,2014-06-29,2014,Q2,2,13,Product 2,Maintenance Renewal,EMEA,NO,Company 114,3295.58,0,0,0,0,0
ORD-20142-00618,2014-06-29,2014,Q2,2,13,Product 1,Invoice,EMEA,NO,Company 108,8701.63,10,2,1,0,0
ORD-20142-00611,2014-06-29,2014,Q2,2,13,Product 2,Maintenance Renewal,EMEA,LU,Company 62,935.17,0,0,0,0,0
ORD-20142-00610,2014-06-29,2014,Q2,2,13,Product 2,Maintenance Renewal,EMEA,DE,Company 52,2878.46,1,1,0,0,0
ORD-20143-00710,2014-07-02,2014,Q3,3,1,Product 2,Invoice,North America,US,Company 127,13828.64,9,9,2,3,0
ORD-20143-00671,2014-07-11,2014,Q3,3,2,Product 1,Invoice,EMEA,NO,Company 11,10926.77,2,5,1,0,0
ORD-20143-00697,2014-07-12,2014,Q3,3,2,Product 1,Invoice,North America,US,Company 34,9251.28,5,3,1,2,0
ORD-20143-00713,2014-07-14,2014,Q3,3,2,Product 1,Maintenance Renewal,EMEA,UK,Company 49,6054.3,4,2,0,0,0
ORD-20143-00659,2014-07-15,2014,Q3,3,3,Product 2,Maintenance Renewal,North America,US,Company 80,4817.97,3,2,0,0,0
ORD-20143-00664,2014-07-16,2014,Q3,3,3,Product 1,Invoice,EMEA,FR,Company 102,15163.57,8,2,2,4,0
ORD-20143-00679,2014-07-17,2014,Q3,3,3,Product 2,Invoice,EMEA,IT,Company 99,5675.09,3,3,0,2,0
ORD-20143-00673,2014-07-18,2014,Q3,3,3,Product 1,Maintenance Renewal,EMEA,NO,Company 69,4307.41,1,0,0,1,0
ORD-20143-00662,2014-07-22,2014,Q3,3,4,Product 2,Invoice,EMEA,UK,Company 35,10200.52,4,3,1,0,0
ORD-20143-00711,2014-07-22,2014,Q3,3,4,Product 1,Maintenance Renewal,North America,US,Company 114,5679.77,2,3,0,1,0
ORD-20143-00649,2014-07-23,2014,Q3,3,4,Product 2,Maintenance Renewal,EMEA,UK,Company 1,3701.87,0,2,0,1,0
ORD-20143-00699,2014-07-23,2014,Q3,3,4,Product 2,Invoice,North America,US,Company 74,6576.32,1,3,2,0,0
ORD-20143-00709,2014-07-23,2014,Q3,3,4,Product 1,Invoice,EMEA,NO,Company 79,12528.29,7,7,1,1,0
ORD-20143-00684,2014-07-24,2014,Q3,3,4,Product 2,Invoice,EMEA,UK,Company 85,11215.94,3,3,0,5,1
ORD-20143-00708,2014-07-24,2014,Q3,3,4,Product 1,Invoice,EMEA,UK,Company 149,8980.76,5,4,0,2,0
ORD-20143-00691,2014-07-24,2014,Q3,3,4,Product 2,Invoice,EMEA,NO,Company 131,6801.0,1,4,1,2,0
ORD-20143-00704,2014-07-26,2014,Q3,3,4,Product 1,Invoice,EMEA,SE,Company 5,7086.08,6,3,0,3,0
ORD-20143-00712,2014-07-27,2014,Q3,3,4,Product 1,Invoice,EMEA,GR,Company 85,8699.41,6,2,1,6,0
ORD-20143-00683,2014-07-28,2014,Q3,3,4,Product 2,Invoice,EMEA,FR,Company 30,4800.14,1,2,0,5,1
ORD-20143-00667,2014-07-29,2014,Q3,3,5,Product 2,Maintenance Renewal,EMEA,UK,Company 130,3609.82,0,2,0,1,0
ORD-20143-00706,2014-07-30,2014,Q3,3,5,Product 2,Invoice,North America,US,Company 87,11102.26,5,5,2,0,1
ORD-20143-00694,2014-07-31,2014,Q3,3,5,Product 2,Invoice,EMEA,DE,Company 65,9420.37,3,6,0,1,0
ORD-20143-00716,2014-07-31,2014,Q3,3,5,Product 2,Maintenance Renewal,North America,US,Company 15,2832.04,1,1,1,0,0
ORD-20143-00665,2014-08-01,2014,Q3,3,5,Product 2,Invoice,North America,US,Company 9,7067.19,2,3,0,2,1
ORD-20143-00686,2014-08-02,2014,Q3,3,5,Product 2,Maintenance Renewal,North America,US,Company 34,1911.73,1,1,0,0,0
ORD-20143-00720,2014-08-06,2014,Q3,3,6,Product 2,Invoice,North America,US,Company 46,7173.55,5,7,1,2,0
ORD-20143-00643,2014-08-06,2014,Q3,3,6,Product 1,Maintenance Renewal,EMEA,UK,Company 106,6930.11,5,0,1,1,0
ORD-20143-00646,2014-08-07,2014,Q3,3,6,Product 1,Invoice,EMEA,GR,Company 102,10575.25,6,3,0,2,0
ORD-20143-00660,2014-08-07,2014,Q3,3,6,Product 1,Maintenance Renewal,EMEA,DE,Company 116,3979.83,4,1,0,0,1
ORD-20143-00670,2014-08-09,2014,Q3,3,6,Product 2,Maintenance Renewal,North America,US,Company 68,5379.31,0,1,0,0,0
ORD-20143-00652,2014-08-11,2014,Q3,3,6,Product 1,Maintenance Renewal,EMEA,UK,Company 78,4986.73,0,0,0,0,0
ORD-20143-00692,2014-08-12,2014,Q3,3,7,Product 1,Invoice,North America,US,Company 72,17817.94,6,5,0,6,1
ORD-20143-00718,2014-08-12,2014,Q3,3,7,Product 1,Invoice,EMEA,NO,Company 37,20635.26,14,13,2,2,0
ORD-20143-00658,2014-08-14,2014,Q3,3,7,Product 1,Invoice,EMEA,UK,Company 133,12423.52,9,3,0,2,0
ORD-20143-00682,2014-08-16,2014,Q3,3,7,Product 1,Invoice,EMEA,SP,Company 130,7079.34,6,3,0,1,0
ORD-20143-00642,2014-08-17,2014,Q3,3,7,Product 1,Invoice,North America,US,Company 80,8722.21,7,3,2,0,1
ORD-20143-00661,2014-08-18,2014,Q3,3,7,Product 1,Invoice,EMEA,UK,Company 67,8448.6,4,3,1,1,1
